id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1290074891971067906,1289781207366905858,1596412797000,2020-08-02,18:59:57,-0500,57728263,jeffreylmarshal,Jeff Marshall,,Gig’em,en,"['carmeli68160499', 'kendaldaniels__', 'coachish_tamu']",[],[],0,0,0,[],[],https://twitter.com/jeffreylmarshal/status/1290074891971067906,False,,0,,,,,,,,"[{'user_id': '57728263', 'username': 'jeffreylmarshal'}, {'user_id': '1090004327975002112', 'username': 'Carmeli68160499'}, {'user_id': '907990063627358208', 'username': 'KendalDaniels__'}, {'user_id': '703298578995945473', 'username': 'CoachIsh_TAMU'}]",,,,
1290074807430557697,1290074807430557697,1596412777000,2020-08-02,18:59:37,-0500,137832626,asifuknow,#VoteGreen2020 then WORK to UNITE ALL LEFTISTS!,,What did you expect to happen? Reopening schools in-person is criminally negligent @GovAbbott @BlinnCollege @TAMU @UTAustin @SMU @SamHoustonState @UHouston et all HUGE & dangerous mistake! https://twitter.com/rsantorini630/status/1290073892770312192 …,en,"['govabbott', 'blinncollege', 'tamu', 'utaustin', 'smu', 'samhoustonstate', 'uhouston']",['https://twitter.com/rsantorini630/status/1290073892770312192'],[],0,1,3,[],[],https://twitter.com/AsIfUknow/status/1290074807430557697,False,https://twitter.com/rsantorini630/status/1290073892770312192,0,,,,,,,,"[{'user_id': '137832626', 'username': 'AsIfUknow'}, {'user_id': '19291441', 'username': 'GovAbbott'}, {'user_id': '66496383', 'username': 'BlinnCollege'}, {'user_id': '17237540', 'username': 'TAMU'}, {'user_id': '15637375', 'username': 'UTAustin'}, {'user_id': '28565276', 'username': 'SMU'}, {'user_id': '17993899', 'username': 'SamHoustonState'}, {'user_id': '107145333', 'username': 'UHouston'}]",,,,
1290074753516986370,1290073225343438849,1596412764000,2020-08-02,18:59:24,-0500,91159269,zphibkappazeta,Z Phi B KAPPA ZETA,,You are so welcome. It was a joy to have her. Remember you all can always count on Kappa Zeta if you need anything. We want to support her throughout her college education.,en,"['alsbrooksshe', 'jaela_24', 'tamu']",[],[],1,0,2,[],[],https://twitter.com/ZPHIBKAPPAZETA/status/1290074753516986370,False,,0,,,,,,,,"[{'user_id': '91159269', 'username': 'ZPHIBKAPPAZETA'}, {'user_id': '804776924505604097', 'username': 'AlsbrooksShe'}, {'user_id': '1103741103256281088', 'username': 'jaela_24'}, {'user_id': '17237540', 'username': 'TAMU'}]",,,,
1290073790085566464,1290073790085566464,1596412534000,2020-08-02,18:55:34,-0500,2927851490,l_tamu,lok gurung,,Don't miss out. https://vm.tiktok.com/J2wfsq1/ ,en,[],['https://vm.tiktok.com/J2wfsq1/'],[],0,0,0,[],[],https://twitter.com/l_tamu/status/1290073790085566464,False,,0,,,,,,,,"[{'user_id': '2927851490', 'username': 'l_tamu'}]",,,,
1290073408068173824,1289698940816887809,1596412443000,2020-08-02,18:54:03,-0500,1275952676090580994,shade69022854,Shade,,"@KendalDaniels__ if Ou really pulled your offer, then that’s straight disrespectful to you and your mom. And if you were really going to pick them prior to that, then thank your lucky stars. A&M is superior in every level as a university and even with football under Jimbo Fisher.",en,"['kendaldaniels__', 'coachish_tamu', 'coachelko', 'brandondrumm247', 'demonddemas1']",[],[],0,0,0,[],[],https://twitter.com/Shade69022854/status/1290073408068173824,False,,0,,,,,,,,"[{'user_id': '1275952676090580994', 'username': 'Shade69022854'}, {'user_id': '907990063627358208', 'username': 'KendalDaniels__'}, {'user_id': '703298578995945473', 'username': 'CoachIsh_TAMU'}, {'user_id': '1029833575229808644', 'username': 'coachelko'}, {'user_id': '2745914650', 'username': 'BrandonDrumm247'}, {'user_id': '827247007299489792', 'username': 'DemondDemas1'}]",,,,
1290073225343438849,1290073225343438849,1596412399000,2020-08-02,18:53:19,-0500,804776924505604097,alsbrooksshe,Shenita Willis Alsbrooks,,Thank you Sorors of @ZPHIBKAPPAZETA  Miss Blue Revue Committee for driving by to send warm wishes to @jaela_24  before she heads off to @TAMU  next week. 💙🤍  pic.twitter.com/B20Iyef09v,en,"['zphibkappazeta', 'jaela_24', 'tamu']",[],"['https://pbs.twimg.com/media/EedCwh4XsAAUfIA.jpg', 'https://pbs.twimg.com/media/EedCwh4X0AI-GA5.jpg']",2,3,17,[],[],https://twitter.com/AlsbrooksShe/status/1290073225343438849,False,,0,,,,,,,,"[{'user_id': '804776924505604097', 'username': 'AlsbrooksShe'}, {'user_id': '91159269', 'username': 'ZPHIBKAPPAZETA'}, {'user_id': '1103741103256281088', 'username': 'jaela_24'}, {'user_id': '17237540', 'username': 'TAMU'}]",,,,
1290067319662682113,1290067319662682113,1596410991000,2020-08-02,18:29:51,-0500,461271954,languagedorkjns,Jason N. Smith,,Working on publishing my very first #article. Step 1:  Find the right publication. Step 2:  Tidy up my paper before submitting. Step 3:  Hoping to submit it this coming week! #doctoralstudent #TAMU #langchat #l2,en,[],[],[],1,0,1,"['#article', '#doctoralstudent', '#tamu', '#langchat', '#l2']",[],https://twitter.com/LanguagedorkJNS/status/1290067319662682113,False,,0,,,,,,,,"[{'user_id': '461271954', 'username': 'LanguagedorkJNS'}]",,,,
1290067249177309192,1260642048186744840,1596410975000,2020-08-02,18:29:35,-0500,1283147390384570380,beowulf55974157,beowulf,,Houston we have a problem? No worries Aggies IT got you covered,en,['tamu_it'],[],[],0,0,0,[],[],https://twitter.com/beowulf55974157/status/1290067249177309192,False,,0,,,,,,,,"[{'user_id': '1283147390384570380', 'username': 'beowulf55974157'}, {'user_id': '25104550', 'username': 'TAMU_IT'}]",,,,
1290065842676199424,1290065842676199424,1596410639000,2020-08-02,18:23:59,-0500,1202970404257763331,thatcg1801,Angelia 🤙🐔🤙,,No. This would end up turning into a TAMU-Texas kind of deal where we were @ each other's throats all the time but don't play. If clemson cancels next year like that article suggests that stand-off would begin. Why punish us for something we were overruled on? We wanted to play.  https://twitter.com/CocksWithSocks/status/1290057857610608641 …,en,[],['https://twitter.com/CocksWithSocks/status/1290057857610608641'],[],4,0,6,[],[],https://twitter.com/ThatCG1801/status/1290065842676199424,False,https://twitter.com/CocksWithSocks/status/1290057857610608641,0,,,,,,,,"[{'user_id': '1202970404257763331', 'username': 'ThatCG1801'}]",,,,
1290063956359315458,1282679248998797312,1596410190000,2020-08-02,18:16:30,-0500,1960721174,venussylbrine,Venus Sylbrine,,"I clicked on the link and there is no video.

Nice try Andy Ngo, but you failed big on this one.",en,"['mrandyngo', 'i_martin44', 'tamu', 'tamupolice']",[],[],0,0,0,[],[],https://twitter.com/VenusSylbrine/status/1290063956359315458,False,,0,,,,,,,,"[{'user_id': '1960721174', 'username': 'VenusSylbrine'}, {'user_id': '2835451658', 'username': 'MrAndyNgo'}, {'user_id': '803437148817018880', 'username': 'I_Martin44'}, {'user_id': '17237540', 'username': 'TAMU'}, {'user_id': '25246168', 'username': 'TAMUPolice'}]",,,,
1290062484896804865,1288067177015382017,1596409839000,2020-08-02,18:10:39,-0500,4842528158,starnater_mel,Melissa Starnater,,"Why pick a fight over something that has nothing to do with this original post. Ross helped save Prairie View A&M, you must not be from Texas.",en,"['anydadinamerica', 'dallasnews', 'tamu']",[],[],1,0,0,[],[],https://twitter.com/starnater_mel/status/1290062484896804865,False,,0,,,,,,,,"[{'user_id': '4842528158', 'username': 'starnater_mel'}, {'user_id': '985169793236926465', 'username': 'AnyDadInAmerica'}, {'user_id': '15679641', 'username': 'dallasnews'}, {'user_id': '17237540', 'username': 'TAMU'}]",,,,
