id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1292966154844221440,1162028228539797504,1597102128000,2020-08-10,18:28:48,-0500,1226550540,drkolekop,Kole Kopnicky,,His name is “Moon” to you brother not “Walker”. What kinda Aggie are you Richard lol jk? Moon was running offenses when most 17 yr olds mommas were stilling doing their laundry 😂👍,en,"['richardallenhay', 'davidwalkerqb', 'olemissevie', '42kent', 'n42pa', 'thedixiechicken', 'lylelovett', 'floridagators', 'cityofcs', 'aggiefootball', 'tamu']",[],[],1,1,4,[],[],https://twitter.com/drkolekop/status/1292966154844221440,False,,0,,,,,,,,"[{'user_id': '1226550540', 'username': 'drkolekop'}, {'user_id': '15972942', 'username': 'richardallenhay'}, {'user_id': '308078661', 'username': 'DavidWalkerQB'}, {'user_id': '1216683678', 'username': 'OleMissEvie'}, {'user_id': '3279716335', 'username': '42Kent'}, {'user_id': '806974748307623937', 'username': 'N42PA'}, {'user_id': '91579220', 'username': 'thedixiechicken'}, {'user_id': '57113624', 'username': 'LyleLovett'}, {'user_id': '30870308', 'username': 'FloridaGators'}, {'user_id': '20103339', 'username': 'CityofCS'}, {'user_id': '57436774', 'username': 'AggieFootball'}, {'user_id': '17237540', 'username': 'TAMU'}]",,,,
1292965110722498563,1292965110722498563,1597101879000,2020-08-10,18:24:39,-0500,1632892050,davidrosowsky,"David V. Rosowsky, Ph.D.",,"Don't get me wrong, I am going to miss college football BIG-TIME this fall. One of the milestones/markers I look forward to each fall. Nothing compares. I was at every home game at @TAMU @ClemsonUniv and @OregonState. Relationships with alumni and donors persist to this day.
1/2 https://twitter.com/DavidRosowsky/status/1292934433327271936 …",en,"['tamu', 'clemsonuniv', 'oregonstate']",['https://twitter.com/DavidRosowsky/status/1292934433327271936'],[],1,0,0,[],[],https://twitter.com/DavidRosowsky/status/1292965110722498563,False,https://twitter.com/DavidRosowsky/status/1292934433327271936,0,,,,,,,,"[{'user_id': '1632892050', 'username': 'DavidRosowsky'}, {'user_id': '17237540', 'username': 'TAMU'}, {'user_id': '23444864', 'username': 'ClemsonUniv'}, {'user_id': '18178876', 'username': 'OregonState'}]",,,,
1292964652960251904,1292956871603691521,1597101770000,2020-08-10,18:22:50,-0500,424124066,chiweethedog,ruth based ginsburg,,LFG congrats brother let me know when i can hire you as financial advisor 💪🏻,en,"['papajawnz', 'tamu']",[],[],0,1,0,[],[],https://twitter.com/chiweethedog/status/1292964652960251904,False,,0,,,,,,,,"[{'user_id': '424124066', 'username': 'chiweethedog'}, {'user_id': '2667392988', 'username': 'PapaJawnz'}, {'user_id': '17237540', 'username': 'TAMU'}]",,,,
1292963722030387202,1292963722030387202,1597101548000,2020-08-10,18:19:08,-0500,104281273,briansbrain42,Brian Myers,,I mean if TAMU can be in the SEC so can we.  pic.twitter.com/9TRPivTwG8,en,[],[],['https://pbs.twimg.com/media/EfGHppvXYAMPsHh.jpg'],0,0,1,[],[],https://twitter.com/BriansBrain42/status/1292963722030387202,False,,0,,,,,,,,"[{'user_id': '104281273', 'username': 'BriansBrain42'}]",,,,
1292962990640308225,1291431165971365889,1597101373000,2020-08-10,18:16:13,-0500,633918525,_rayy_ray,Miss 20 Something,,Well then haven’t you lived your life already. Let us have our moment,en,"['hitchyourwagon1', 'simmango', 'tamu']",[],[],0,0,0,[],[],https://twitter.com/_Rayy_Ray/status/1292962990640308225,False,,0,,,,,,,,"[{'user_id': '633918525', 'username': '_Rayy_Ray'}, {'user_id': '1223240088102019072', 'username': 'hitchyourwagon1'}, {'user_id': '719093184', 'username': 'Simmango'}, {'user_id': '17237540', 'username': 'TAMU'}]",,,,
1292962484488409089,1282751998958469121,1597101253000,2020-08-10,18:14:13,-0500,871878849046433792,1stcolonel,AggieDarkSide12,,Here’s what happens 👍🏼 pic.twitter.com/dPYWdE0A72,en,"['drod_am08', 'thekellenmond', 'tamu']",[],['https://pbs.twimg.com/media/EfGGgp1XkAAxXG4.jpg'],0,0,0,[],[],https://twitter.com/1stColonel/status/1292962484488409089,False,,0,,,,,,,,"[{'user_id': '871878849046433792', 'username': '1stColonel'}, {'user_id': '562268711', 'username': 'drod_am08'}, {'user_id': '2948221464', 'username': 'TheKellenMond'}, {'user_id': '17237540', 'username': 'TAMU'}]",,,,
1292962143386697731,1292611758004330498,1597101171000,2020-08-10,18:12:51,-0500,752868071765925888,mrspuentehisd,Eileen Puente,,Congratulations!! 🎉 💐,en,"['gisele_rosas1', 'elrctamu', 'tamu', 'mlannawhite', 'jererita_wilson', 'prestonmarthaj', 'parramalek', 'hisdmultiprgms']",[],[],1,0,2,[],[],https://twitter.com/MrsPuenteHISD/status/1292962143386697731,False,,0,,,,,,,,"[{'user_id': '752868071765925888', 'username': 'MrsPuenteHISD'}, {'user_id': '883009357', 'username': 'Gisele_Rosas1'}, {'user_id': '1074747149458518016', 'username': 'ElrcTamu'}, {'user_id': '17237540', 'username': 'TAMU'}, {'user_id': '2237216686', 'username': 'MLAnnaWhite'}, {'user_id': '63598022', 'username': 'Jererita_Wilson'}, {'user_id': '2513513988', 'username': 'PrestonMarthaJ'}, {'user_id': '899130488002154496', 'username': 'ParraMalek'}, {'user_id': '1470765283', 'username': 'HISDMultiPrgms'}]",,,,
1292959081465085953,1292959081465085953,1597100441000,2020-08-10,18:00:41,-0500,3308004440,foxfriend47,Fox Friend🇺🇸,,"Texas Retail Therapy! #TAMU #Texans #AggiesAllTheWay 
GET THE APP! https://tex.org/texas-am-bookstore-tamu-bookstore/ …",en,[],['https://tex.org/texas-am-bookstore-tamu-bookstore/'],[],0,0,0,"['#tamu', '#texans', '#aggiesalltheway']",[],https://twitter.com/FoxFriend47/status/1292959081465085953,False,,0,,,,,,,,"[{'user_id': '3308004440', 'username': 'FoxFriend47'}]",,,,
1292958803990806531,1292958803990806531,1597100375000,2020-08-10,17:59:35,-0500,37756671,texdotorg,Tex,,"We just updated our A&M Bookstore Article.  Enjoy!
 https://tex.org/texas-am-bookstore-tamu-bookstore/ …
#TAMU #AggiesAllTheWay #Texas",en,[],['https://tex.org/texas-am-bookstore-tamu-bookstore/'],[],0,0,1,"['#tamu', '#aggiesalltheway', '#texas']",[],https://twitter.com/TexDotOrg/status/1292958803990806531,False,,0,,,,,,,,"[{'user_id': '37756671', 'username': 'TexDotOrg'}]",,,,
1292958693626187784,1292958693626187784,1597100349000,2020-08-10,17:59:09,-0500,1163150564550750209,matechoice,Rosenthal Lab,,"Please sign this letter demanding Texas A&M to consider graduate health & safety in their reopening plans & to support students adversely affected. Any current or former TAMU faculty or grad/undergraduate students are encouraged to sign, but we also need non-affiliated signers!  https://twitter.com/GAWS_atTAMU/status/1292894384967614465 …",en,[],['https://twitter.com/GAWS_atTAMU/status/1292894384967614465'],[],0,9,9,[],[],https://twitter.com/matechoice/status/1292958693626187784,False,https://twitter.com/GAWS_atTAMU/status/1292894384967614465,0,,,,,,,,"[{'user_id': '1163150564550750209', 'username': 'matechoice'}]",,,,
1292957156254285824,1292949220597497856,1597099982000,2020-08-10,17:53:02,-0500,49715175,hogdini,Nathan,,"Arkansas was always a red-headed stepchild, dating back to SWC where it was 8 Texas schools...and Arkansas. And yes, we know that Tamu and OU were bigger rivalries for Texas. Thankfully Frank Broyles got Arkansas into the SEC before TV markets were the deciding factor.",en,"['gimmethewooby', 'elliewing']",[],[],1,0,0,[],[],https://twitter.com/Hogdini/status/1292957156254285824,False,,0,,,,,,,,"[{'user_id': '49715175', 'username': 'Hogdini'}, {'user_id': '14391096', 'username': 'gimmethewooby'}, {'user_id': '259439278', 'username': 'elliewing'}]",,,,
1292956871603691521,1292956871603691521,1597099914000,2020-08-10,17:51:54,-0500,2667392988,papajawnz,cheekbone papi 2.0,,Very happy to announce my commitment to continue my academic and quidditch career at @TAMU !! #GigEm,en,['tamu'],[],[],3,1,19,['#gigem'],[],https://twitter.com/PapaJawnz/status/1292956871603691521,False,,0,,,,,,,,"[{'user_id': '2667392988', 'username': 'PapaJawnz'}, {'user_id': '17237540', 'username': 'TAMU'}]",,,,
1292956403552989192,1292956403552989192,1597099803000,2020-08-10,17:50:03,-0500,22656543,thegentracer,The Gentleman Racer®,,"The Texas A&M Power Wagon
 http://ow.ly/Yzpv50AVRxR 
#tamu #aggieland #texas #cstat #bcstx #powerwagon #ram #thegentlemanracer pic.twitter.com/l1rJoJ0F76",en,[],['http://ow.ly/Yzpv50AVRxR'],['https://pbs.twimg.com/media/EfGA_2JWAAANifX.jpg'],0,1,1,"['#tamu', '#aggieland', '#texas', '#cstat', '#bcstx', '#powerwagon', '#ram', '#thegentlemanracer']",[],https://twitter.com/TheGentRacer/status/1292956403552989192,False,,0,,,,,,,,"[{'user_id': '22656543', 'username': 'TheGentRacer'}]",,,,
1292955126571962368,1292886900295032832,1597099498000,2020-08-10,17:44:58,-0500,461441057,reformedjubjub,Digital Keyboard Warrior,,"That’s usually fine, it’s just too much for the old Tamu dorms lol",en,['_jeezlouise_'],[],[],0,0,1,[],[],https://twitter.com/reformedjubjub/status/1292955126571962368,False,,0,,,,,,,,"[{'user_id': '461441057', 'username': 'reformedjubjub'}, {'user_id': '1875373194', 'username': '_JeezLouise_'}]",,,,
1292954422188879872,1292951464847998977,1597099330000,2020-08-10,17:42:10,-0500,50479957,canuhandledace,mozella jr.,,"My gf went to TAMU and, according to her, they say TAM-oo. I was like, “That’s nice, but that will not fly with FAMUans. We will not have it.”",en,['shaeimar'],[],[],1,0,1,[],[],https://twitter.com/CANuhandleDACE/status/1292954422188879872,False,,0,,,,,,,,"[{'user_id': '50479957', 'username': 'CANuhandleDACE'}, {'user_id': '910597218767446017', 'username': 'ShaeImar'}]",,,,
1292952261849751552,1292949459094183936,1597098815000,2020-08-10,17:33:35,-0500,1211066314426466305,lahgical,Noah,,"I like how she hit him with ""TAMU '95"" like that means she has some sort of authority in the argument lol",en,['kimprobablynot'],[],[],0,0,3,[],[],https://twitter.com/Lahgical/status/1292952261849751552,False,,0,,,,,,,,"[{'user_id': '1211066314426466305', 'username': 'Lahgical'}, {'user_id': '764530073453998084', 'username': 'kimprobablynot'}]",,,,
1292951541142507523,1292951541142507523,1597098643000,2020-08-10,17:30:43,-0500,44696868,aggieparking,TAMU Transport Svcs,,"We're hiring student drivers!

$12/hr starting pay, $15/hr on Football Saturday!

Paid training, flexible work schedule & more benefits.
Apply at  http://transport.tamu.edu/drivers 

*social distancing observed for interviews.

@TAMU @TAMUResLife @tamustudentlife @JobsforAggies pic.twitter.com/l8ly0TLTFs",en,"['tamu', 'tamureslife', 'tamustudentlife', 'jobsforaggies']",['http://transport.tamu.edu/drivers'],['https://pbs.twimg.com/media/EfF8kvaWAAEGY7r.jpg'],0,0,0,[],[],https://twitter.com/aggieparking/status/1292951541142507523,False,,0,,,,,,,,"[{'user_id': '44696868', 'username': 'aggieparking'}, {'user_id': '17237540', 'username': 'TAMU'}, {'user_id': '991419228', 'username': 'TAMUResLife'}, {'user_id': '1513948160', 'username': 'tamustudentlife'}, {'user_id': '2528970708', 'username': 'JobsforAggies'}]",,,,
1292951540731437057,1292951540731437057,1597098643000,2020-08-10,17:30:43,-0500,44697313,aggiespiritbus,TAMU Transport Svcs,,"We're hiring student drivers!

$12/hr starting pay, $15/hr on Football Saturday!

Paid training, flexible work schedule & more benefits.
Apply at  http://transport.tamu.edu/drivers 

*social distancing observed for interviews.

@TAMU @TAMUResLife @tamustudentlife @JobsforAggies pic.twitter.com/4m6iSMDtJe",en,"['tamu', 'tamureslife', 'tamustudentlife', 'jobsforaggies']",['http://transport.tamu.edu/drivers'],['https://pbs.twimg.com/media/EfF8kvFXsAAXyZ0.jpg'],0,1,0,[],[],https://twitter.com/aggiespiritbus/status/1292951540731437057,False,,0,,,,,,,,"[{'user_id': '44697313', 'username': 'aggiespiritbus'}, {'user_id': '17237540', 'username': 'TAMU'}, {'user_id': '991419228', 'username': 'TAMUResLife'}, {'user_id': '1513948160', 'username': 'tamustudentlife'}, {'user_id': '2528970708', 'username': 'JobsforAggies'}]",,,,
1292950488179191809,1292935933118087172,1597098392000,2020-08-10,17:26:32,-0500,547687840,jimdulke,Jim Dulke,,"Honestly, wasn’t even that bad..just looked for an opportunity to use that cat gif. Bracing for the fact that TAMU’s campus is about to be hit by tens of thousands of people and move-in processes have already begun. Stay safe everyone! 👍🏻",en,[],[],[],0,0,0,[],[],https://twitter.com/JimDulke/status/1292950488179191809,False,,0,,,,,,,,"[{'user_id': '547687840', 'username': 'JimDulke'}]",,,,
1292950054718799873,1292950054718799873,1597098289000,2020-08-10,17:24:49,-0500,2901465267,eslehmberg,Emma Lehmberg,,"If you work, attend, or are affiliated with TAMU, *please* read and sign this. 

The semester starts next week and we feel vulnerable to nth degree.  https://twitter.com/GAWS_atTAMU/status/1292894384967614465 …",en,[],['https://twitter.com/GAWS_atTAMU/status/1292894384967614465'],[],0,6,8,[],[],https://twitter.com/eslehmberg/status/1292950054718799873,False,https://twitter.com/GAWS_atTAMU/status/1292894384967614465,0,,,,,,,,"[{'user_id': '2901465267', 'username': 'eslehmberg'}]",,,,
1292947465214230529,1292947465214230529,1597097672000,2020-08-10,17:14:32,-0500,754163861884776448,tamu_hprc,Texas A&M HPRC,,NSF Grant Supports Texas A&M’s Acquisition Of High Performance Computing Platform https://today.tamu.edu/?p=298049&preview=true …,en,[],['https://today.tamu.edu/?p=298049&preview=true'],[],0,0,0,[],[],https://twitter.com/tamu_hprc/status/1292947465214230529,False,,0,,,,,,,,"[{'user_id': '754163861884776448', 'username': 'tamu_hprc'}]",,,,
1292945490951061504,1292945490951061504,1597097201000,2020-08-10,17:06:41,-0500,775552979281731584,rapper_ikon,seno,,B.I dan Bobby menjadi bintang tamu variety show Happy Together 2015122,en,[],[],[],0,0,0,[],[],https://twitter.com/rapper_iKon/status/1292945490951061504,False,,0,,,,,,,,"[{'user_id': '775552979281731584', 'username': 'rapper_iKon'}]",,,,
1292944672457986050,1292671714736955392,1597097006000,2020-08-10,17:03:26,-0500,41259077,jcoll84,Justin Coll,,shut up.  were good with Barry. Fell off. Then had stoops for 20 years then OC to keep it going. Ark had 2 good coaches since 2000. Last two were bad in either recruiting and coaching.  Last 3 seasons were the result of that. OU would be like TAMU in the SEC  middle pack,en,"['ty_okc', 'big_gun72', 'the_real_clong', 'wilk_65']",[],[],0,0,1,[],[],https://twitter.com/jcoll84/status/1292944672457986050,False,,0,,,,,,,,"[{'user_id': '41259077', 'username': 'jcoll84'}, {'user_id': '33351345', 'username': 'ty_okc'}, {'user_id': '1204877240783257606', 'username': 'Big_Gun72'}, {'user_id': '1868635669', 'username': 'the_real_clong'}, {'user_id': '3974218992', 'username': 'Wilk_65'}]",,,,
1292944246643798018,1292944246643798018,1597096904000,2020-08-10,17:01:44,-0500,424374751,profemancilla,Mayra M. Ed.,,"Yesterday marked a year that I graduated with my Master’s degree from @TAMU @cehdtamu Forever grateful of this opportunity as I became the 1st in my family to graduate with a higher education. However, I still bleed burnt orange @UTAustin @utexascoe 🤘🏽👍🏽 pic.twitter.com/dUDwxKeBH5",en,"['tamu', 'cehdtamu', 'utaustin', 'utexascoe']",[],['https://pbs.twimg.com/media/EfF18BeXoAI7mne.jpg'],1,0,35,[],[],https://twitter.com/profemancilla/status/1292944246643798018,False,,0,,,,,,,,"[{'user_id': '424374751', 'username': 'profemancilla'}, {'user_id': '17237540', 'username': 'TAMU'}, {'user_id': '106847167', 'username': 'cehdtamu'}, {'user_id': '15637375', 'username': 'UTAustin'}, {'user_id': '19671331', 'username': 'utexascoe'}]",,,,
1292943929923506180,1292943929923506180,1597096829000,2020-08-10,17:00:29,-0500,936346542813925377,acelab_tamu,ACELABTAMU,,Dr. Sudeep Hegde is leaving our lab for a tenure track position at Clemson University. Thank you for all your hard work Sudeep. ACE Lab will miss you! pic.twitter.com/slI13M1miW,en,[],[],['https://pbs.twimg.com/media/EfF1pT_WkAAR-c_.jpg'],0,1,13,[],[],https://twitter.com/ACELAB_TAMU/status/1292943929923506180,False,,0,,,,,,,,"[{'user_id': '936346542813925377', 'username': 'ACELAB_TAMU'}]",,,,
1292942514081738753,1292942514081738753,1597096491000,2020-08-10,16:54:51,-0500,1522917078,alyb_batgirl,"Alyson Brokaw, MSc",,"TAMU is moving forward with plans for in-person classes, putting faculty, staff and graduate students workers at risk.  

Please sign in support of grad students at TAMU, in asking TAMU to provide a comprehensive plan on how they will protect student health and safety.  https://twitter.com/GAWS_atTAMU/status/1292894384967614465 …",en,[],['https://twitter.com/GAWS_atTAMU/status/1292894384967614465'],[],0,10,14,[],[],https://twitter.com/alyb_batgirl/status/1292942514081738753,False,https://twitter.com/GAWS_atTAMU/status/1292894384967614465,0,,,,,,,,"[{'user_id': '1522917078', 'username': 'alyb_batgirl'}]",,,,
1292941776471416832,1292834746125488128,1597096315000,2020-08-10,16:51:55,-0500,313297414,coleoguy,Heath Blackmon,,"Our dept @TAMU_Biology got nice cloth branded masks for everyone (faculty, staff, GS) @TAMU has provided surgical masks and cleaners for all labs. Gloves we pay. Research resumption guidelines clear. Teaching feels more fluid especially for lab courses taught grad students",en,"['iandworkin', 'tamu_biology', 'tamu']",[],[],0,0,1,[],[],https://twitter.com/coleoguy/status/1292941776471416832,False,,0,,,,,,,,"[{'user_id': '313297414', 'username': 'coleoguy'}, {'user_id': '1115365544', 'username': 'IanDworkin'}, {'user_id': '4114955174', 'username': 'TAMU_Biology'}, {'user_id': '17237540', 'username': 'TAMU'}]",,,,
1292940435636334593,1292935608566980617,1597095996000,2020-08-10,16:46:36,-0500,17237540,tamu,Texas A&M University,,Whoop! 👍,en,['tyevans4978'],[],[],0,0,1,[],[],https://twitter.com/TAMU/status/1292940435636334593,False,,0,,,,,,,,"[{'user_id': '17237540', 'username': 'TAMU'}, {'user_id': '3133996238', 'username': 'tyevans4978'}]",,,,
1292940195067813904,1292940195067813904,1597095938000,2020-08-10,16:45:38,-0500,733435458,librarymedlin,🖤🦄🧶Chance The LibrarianⓂ️📚🖤,,"Howdy #Ags!

Who has questions about the Libraries this semester at #TAMU?

Ask away and I'll do my best to answer!

For Fall 2020 library info visit:
 https://library.tamu.edu/covid-microsite/ …
#HowdyWeek pic.twitter.com/gQhYJhUTMc",en,[],['https://library.tamu.edu/covid-microsite/'],['https://pbs.twimg.com/media/EfFyQMzXkAE_5Ui.jpg'],0,0,4,"['#ags', '#tamu', '#howdyweek']",[],https://twitter.com/LibraryMedlin/status/1292940195067813904,False,,0,,,,,,,,"[{'user_id': '733435458', 'username': 'LibraryMedlin'}]",,,,
1292940006231805953,1292937888527790085,1597095893000,2020-08-10,16:44:53,-0500,730222971004977152,ranchpizza4,Ranch Pizza,,Shout out to @TAMU,en,"['jaycranfill', 'tamu']",[],[],0,0,2,[],[],https://twitter.com/RanchPizza4/status/1292940006231805953,False,,0,,,,,,,,"[{'user_id': '730222971004977152', 'username': 'RanchPizza4'}, {'user_id': '163699352', 'username': 'jaycranfill'}, {'user_id': '17237540', 'username': 'TAMU'}]",,,,
1292939989488152583,1292939989488152583,1597095889000,2020-08-10,16:44:49,-0500,1191865532351467521,ashelynava,ashleλ 🇲🇽,,tamu 95 huh? bitch don’t in current aggies business. you’re old anyways. go take care of your children  https://twitter.com/CherieBosch/status/1291562320871579648 …,en,[],['https://twitter.com/CherieBosch/status/1291562320871579648'],[],1,0,6,[],[],https://twitter.com/ashelynava/status/1292939989488152583,False,https://twitter.com/CherieBosch/status/1291562320871579648,0,,,,,,,,"[{'user_id': '1191865532351467521', 'username': 'ashelynava'}]",,,,
1292939888065540097,1292939888065540097,1597095865000,2020-08-10,16:44:25,-0500,253449114,elyuuu,your eggcellency,,I should draw a birthday tamu... also I forgot to change my icon to summer oops,en,[],[],[],0,0,0,[],[],https://twitter.com/elyuuu/status/1292939888065540097,False,,0,,,,,,,,"[{'user_id': '253449114', 'username': 'elyuuu'}]",,,,
