id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1302391154206486530,1302391154206486530,1599349223000,2020-09-05,18:40:23,-0500,342222336,jarnoldtamu85,Jay Arnold,,This Texas State/SMU game has been magnificent and delectable,en,[],[],[],0,0,1,[],[],https://twitter.com/JArnoldTAMU85/status/1302391154206486530,False,,0,,,,,,,,"[{'user_id': '342222336', 'username': 'JArnoldTAMU85'}]",,,,
1299402043988164608,1299402043988164608,1598636563000,2020-08-28,12:42:43,-0500,1098225246455427072,thedelitesite,thedelitesite,,The Best Drivers To Ever Get In A Stock Car 🏆,en,[],[],[],0,0,1,[],[],https://twitter.com/thedelitesite/status/1299402043988164608,False,,0,,,,,,,,"[{'user_id': '1098225246455427072', 'username': 'thedelitesite'}]",,,,
1302390112400142338,1302143132075778048,1599348974000,2020-09-05,18:36:14,-0500,1110035098223722497,astrasser116,Alex Strasser,,Wait somehow I missed the fact that you're also a student @TAMU! Who's your potential advisor?,en,"['stoichumean16', 'tamu']",[],[],0,0,0,[],[],https://twitter.com/AStrasser116/status/1302390112400142338,False,,0,,,,,,,,"[{'user_id': '1110035098223722497', 'username': 'AStrasser116'}, {'user_id': '954811536', 'username': 'StoicHumean16'}, {'user_id': '17237540', 'username': 'TAMU'}]",,,,
1302389901653049351,1302389901653049351,1599348924000,2020-09-05,18:35:24,-0500,851759568,jtamu,john peter tamu,,"If you can't do anything about it, at least laugh and enjoy yourself.",en,[],[],[],0,0,0,[],[],https://twitter.com/JTamu/status/1302389901653049351,False,,0,,,,,,,,"[{'user_id': '851759568', 'username': 'JTamu'}]",,,,
1302389773588406272,1302389773588406272,1599348893000,2020-09-05,18:34:53,-0500,342222336,jarnoldtamu85,Jay Arnold,,"Oh 14 what an effort, unfortunate",en,[],[],[],0,0,1,[],[],https://twitter.com/JArnoldTAMU85/status/1302389773588406272,False,,0,,,,,,,,"[{'user_id': '342222336', 'username': 'JArnoldTAMU85'}]",,,,
1302388560964788225,1302270549813587969,1599348604000,2020-09-05,18:30:04,-0500,342222336,jarnoldtamu85,Jay Arnold,,Still need to visit. I’ve been trying to there for ages lol,en,['txagblonde_13'],[],[],0,0,0,[],[],https://twitter.com/JArnoldTAMU85/status/1302388560964788225,False,,0,,,,,,,,"[{'user_id': '342222336', 'username': 'JArnoldTAMU85'}, {'user_id': '351291816', 'username': 'TxAgBlonde_13'}]",,,,
1302388537694846978,1302388537694846978,1599348599000,2020-09-05,18:29:59,-0500,1379607786,tamu_bishal,GORKHALI NEPALI GAMING,,DHOSTAI SQUAD FUN GAME PLAY https://streamlabs.com/gorkhalinepali1/home …,en,[],['https://streamlabs.com/gorkhalinepali1/home'],[],0,0,0,[],[],https://twitter.com/tamu_bishal/status/1302388537694846978,False,,0,,,,,,,,"[{'user_id': '1379607786', 'username': 'tamu_bishal'}]",,,,
1302388216587313153,1302387700218068992,1599348522000,2020-09-05,18:28:42,-0500,342222336,jarnoldtamu85,Jay Arnold,,My last semester I took three hours and it was magical,en,['johnma_24'],[],[],0,0,2,[],[],https://twitter.com/JArnoldTAMU85/status/1302388216587313153,False,,0,,,,,,,,"[{'user_id': '342222336', 'username': 'JArnoldTAMU85'}, {'user_id': '3333173253', 'username': 'JohnMA_24'}]",,,,
1302386167099293697,1302386167099293697,1599348034000,2020-09-05,18:20:34,-0500,917855256297525250,juicy_sock,fAmIlY fRiEnDlY cOnTeNt,,"For the past 3 days there have been an additional 100+ cases a day, hey @TAMU y'all better have some sort of contingency in place  https://twitter.com/TheBattOnline/status/1302336569337163777 …",en,['tamu'],['https://twitter.com/TheBattOnline/status/1302336569337163777'],[],0,0,1,[],[],https://twitter.com/Juicy_Sock/status/1302386167099293697,False,https://twitter.com/TheBattOnline/status/1302336569337163777,0,,,,,,,,"[{'user_id': '917855256297525250', 'username': 'Juicy_Sock'}, {'user_id': '17237540', 'username': 'TAMU'}]",,,,
1302385591078723584,1296819356849123329,1599347896000,2020-09-05,18:18:16,-0500,928805093071134720,murdock33569529,Murdock,,I hope all the animals are removed....,en,"['ferazi1', 'soulhorses', 'mule_whisperer', 'animalsvoice4', 'debbiemcqueen11', 'tamu', 'tamupolice', 'aggiecorps', 'tamuhealth', 'tamu_caps', 'tamucarpool', 'tamu_it', 'planopolicedept', 'soulhorse']",[],[],0,0,1,[],[],https://twitter.com/Murdock33569529/status/1302385591078723584,False,,0,,,,,,,,"[{'user_id': '928805093071134720', 'username': 'Murdock33569529'}, {'user_id': '356023492', 'username': 'Ferazi1'}, {'user_id': '900564930725896192', 'username': 'Soulhorses'}, {'user_id': '973720381570867200', 'username': 'Mule_Whisperer'}, {'user_id': '1238914627364364295', 'username': 'animalsvoice4'}, {'user_id': '2385290635', 'username': 'DebbieMcqueen11'}, {'user_id': '17237540', 'username': 'TAMU'}, {'user_id': '25246168', 'username': 'TAMUPolice'}, {'user_id': '67735085', 'username': 'AggieCorps'}, {'user_id': '42679599', 'username': 'TAMUHealth'}, {'user_id': '2600168053', 'username': 'TAMU_CAPS'}, {'user_id': '39327894', 'username': 'tamucarpool'}, {'user_id': '25104550', 'username': 'TAMU_IT'}, {'user_id': '795109046', 'username': 'PlanoPoliceDept'}, {'user_id': '911647323956137984', 'username': 'SoulHorse'}]",,,,
1302383933091393536,1302273592621707264,1599347501000,2020-09-05,18:11:41,-0500,42633391,cp_0010,CJ,,Schedule is also brutal pic.twitter.com/2Bi6i0PZJe,en,"['maddox23z', 'hdouglas83', 'tamu']",[],[],0,0,0,[],[],https://twitter.com/CP_0010/status/1302383933091393536,False,,1,https://pbs.twimg.com/tweet_video_thumb/EhL_RzkXkAAmYzi.jpg,,,,,,,"[{'user_id': '42633391', 'username': 'CP_0010'}, {'user_id': '796842990', 'username': 'Maddox23Z'}, {'user_id': '316795090', 'username': 'HDouglas83'}, {'user_id': '17237540', 'username': 'TAMU'}]",,,,
1302383529955794944,1302299470080532481,1599347405000,2020-09-05,18:10:05,-0500,233055047,tamunegara,Hansip,,David gadgetin,en,['angewwie'],[],[],0,0,0,[],[],https://twitter.com/TamuNegara/status/1302383529955794944,False,,0,,,,,,,,"[{'user_id': '233055047', 'username': 'TamuNegara'}, {'user_id': '560103367', 'username': 'angewwie'}]",,,,
1302383377056763905,1302383377056763905,1599347368000,2020-09-05,18:09:28,-0500,4230696494,dan_c715,Daniel 🇹🇼 #BLM,,Y’all use the TAMU VPN and go to  http://AggieCinema.tamu.edu  if you wanna watch some movies!! They got all the Harry Potter movies on there 😩😩😩,en,[],['http://AggieCinema.tamu.edu'],[],2,7,19,[],[],https://twitter.com/Dan_c715/status/1302383377056763905,False,,0,,,,,,,,"[{'user_id': '4230696494', 'username': 'Dan_c715'}]",,,,
