id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1292607256220049410,1292607256220049410,1597016560000,2020-08-09,18:42:40,-0500,4180823833,texasaggiejudo,Texas A&M Judo,,"Warm welcome to our newest judo team members. @2024aggies @tamu @RecSports @AggieVP 

Dario Maaskant
Dordrecht, The Netherlands
Mahorokan Judo Club
Shodan 73 kg

Isabella Garriga 
Richmond, Texas
Westlake Judo Club
Shodan 63 kg pic.twitter.com/El5qCQPZI1",en,"['2024aggies', 'tamu', 'recsports', 'aggievp']",[],['https://pbs.twimg.com/media/EfBDcEwWoAYI5qi.jpg'],1,1,11,[],[],https://twitter.com/TexasAggieJudo/status/1292607256220049410,False,,0,,,,,,,,"[{'user_id': '4180823833', 'username': 'TexasAggieJudo'}, {'user_id': '1016431157309734914', 'username': '2024aggies'}, {'user_id': '17237540', 'username': 'TAMU'}, {'user_id': '17974323', 'username': 'RecSports'}, {'user_id': '73100680', 'username': 'AggieVP'}]",,,,
1292606758255579136,1292606758255579136,1597016441000,2020-08-09,18:40:41,-0500,1140504601491361792,essaytutorsbest,Online class& Assignment Tutors©️,,"We provide help in online classes and assignments, 100% plagiarism free essays on any topic or subject We never miss the deadlines making us fast essay writing service-providers.
#Essay #assignment #onlineclass #Du #uncp #Tamu #Twu #UMD #UMUC #UCI #uci #txst #ASU #MSTU",en,[],[],[],0,0,1,"['#essay', '#assignment', '#onlineclass', '#du', '#uncp', '#tamu', '#twu', '#umd', '#umuc', '#uci', '#uci', '#txst', '#asu', '#mstu']",[],https://twitter.com/Essaytutorsbest/status/1292606758255579136,False,,0,,,,,,,,"[{'user_id': '1140504601491361792', 'username': 'Essaytutorsbest'}]",,,,
1292606481137905664,1292606481137905664,1597016375000,2020-08-09,18:39:35,-0500,816166,markmcspadden,Mark McSpadden,,"It’s Move-In Weekend @tamu and, while we are over a decade early, it was fun to show the youngest around on a quick pre-Kindergarten trip today. We got road trip snacks, saw some buildings, caught a lizard, found a…  https://www.instagram.com/p/CDr_OwkJHFD/?igshid=wyq73whzppz2 …",en,['tamu'],['https://www.instagram.com/p/CDr_OwkJHFD/?igshid=wyq73whzppz2'],[],0,0,3,[],[],https://twitter.com/markmcspadden/status/1292606481137905664,False,,0,,,,,,,,"[{'user_id': '816166', 'username': 'markmcspadden'}, {'user_id': '17237540', 'username': 'TAMU'}]",,,,
1292606081571491842,1292221652764200960,1597016279000,2020-08-09,18:37:59,-0500,1097370720928096257,sheetalhardikar,Sheetal Hardikar,,Fantastic news! Congrats,en,"['crrogersphd', 'thenci', 'nih_lrp', 'huntsmancancer', 'uutah', 'uofu_dfpm', 'uupublichealth', 'janabramson', 'ncsublackalumni', 'kennesawstate', 'tamu', 'ncicrchd', 'dlrdirector']",[],[],0,0,1,[],[],https://twitter.com/SheetalHardikar/status/1292606081571491842,False,,0,,,,,,,,"[{'user_id': '1097370720928096257', 'username': 'SheetalHardikar'}, {'user_id': '1232299867', 'username': 'crrogersPhD'}, {'user_id': '38530021', 'username': 'theNCI'}, {'user_id': '148018691', 'username': 'NIH_LRP'}, {'user_id': '20004102', 'username': 'huntsmancancer'}, {'user_id': '14748679', 'username': 'UUtah'}, {'user_id': '1192099841024741378', 'username': 'uofu_dfpm'}, {'user_id': '3232038416', 'username': 'UUPublicHealth'}, {'user_id': '1506415818', 'username': 'JanAbramson'}, {'user_id': '20940766', 'username': 'NCSUBlackAlumni'}, {'user_id': '54637018', 'username': 'kennesawstate'}, {'user_id': '17237540', 'username': 'TAMU'}, {'user_id': '1395282313', 'username': 'NCICRCHD'}, {'user_id': '900436515796508672', 'username': 'DLRDirector'}]",,,,
1292604764899938304,1292604764899938304,1597015966000,2020-08-09,18:32:46,-0500,1162704110807920640,garciaed12,Esther,,"Bittersweet times, but thankful to God and my family for their support and encouragement these past 14 months!    Thankful for the awesome TAMU EDAD/EPSY/EAHRD faculty and staff who made the A-PLUS program possible. What an amazing learning experience!  Aggie class of 2020!  pic.twitter.com/jSXKdR3xxp",en,[],[],"['https://pbs.twimg.com/media/EfBBLe0XYAopB1R.jpg', 'https://pbs.twimg.com/media/EfBBLiCWoAAJ4vy.jpg', 'https://pbs.twimg.com/media/EfBBLnCXYAMtkdR.jpg', 'https://pbs.twimg.com/media/EfBBLo7XgAIH8bh.jpg']",0,0,8,[],[],https://twitter.com/Garciaed12/status/1292604764899938304,False,,0,,,,,,,,"[{'user_id': '1162704110807920640', 'username': 'Garciaed12'}]",,,,
1292604458686349313,1292097992032497664,1597015893000,2020-08-09,18:31:33,-0500,1109702822944231424,evoclock,J. Gamboa,,"Not an option at #TAMU 

Online should be the only option.",en,['tiffanyjmumm'],[],[],0,0,0,['#tamu'],[],https://twitter.com/evoclock/status/1292604458686349313,False,,0,,,,,,,,"[{'user_id': '1109702822944231424', 'username': 'evoclock'}, {'user_id': '943680794857476097', 'username': 'tiffanyjmumm'}]",,,,
1292604397818728450,1291431165971365889,1597015878000,2020-08-09,18:31:18,-0500,1114567346,ameliaaaaaa11,eggmelia,,"Hey Cherie, May grad here. The 2020 graduates will ONLY get our names called when we are dead. At muster. Where we can’t hear them being called. Stop standing up for a multimillion dollar business that doesn’t care about you and respect his opinion. Where are your Aggie values?",en,"['cheriebosch', 'idcbouturopnion', 'simmango', 'tamu']",[],[],0,2,62,[],[],https://twitter.com/Ameliaaaaaa11/status/1292604397818728450,False,,0,,,,,,,,"[{'user_id': '1114567346', 'username': 'Ameliaaaaaa11'}, {'user_id': '827726662494097409', 'username': 'CherieBosch'}, {'user_id': '3250983282', 'username': 'idcbouturopnion'}, {'user_id': '719093184', 'username': 'Simmango'}, {'user_id': '17237540', 'username': 'TAMU'}]",,,,
1292604332400140288,1292604332400140288,1597015862000,2020-08-09,18:31:02,-0500,11692842,aggiejournalist,Sue Owen,,"It is the very strange interim time of the year when I am (briefly) the moderator of the TAMU freshman class Facebook private group. The posts are very sweet and wholesome, the funny part is all the parents and upperclassmen who ask to join 🤣",en,[],[],[],1,0,17,[],[],https://twitter.com/aggiejournalist/status/1292604332400140288,False,,0,,,,,,,,"[{'user_id': '11692842', 'username': 'aggiejournalist'}]",,,,
1292603958637273089,1292603958637273089,1597015773000,2020-08-09,18:29:33,-0500,1485395070,essaypayhw,premier-writers. payhw. payessay. payassignment,,"our experts provide nothing but quality.. 
#canvas
#pearson
#aleks
#blackboard
#assignmenthelp
#OnlineClassHelp
#essayhelp
#essaydue
#essaypay
#essaywriting #KSU #WSU #FSU #FIU #UCF #NYU #LIU #UNCP #NCAT #TAMU #TWU #UMD #UMUC #UNG #GSU #BGSU
dm profashleyy@gmail.com",en,[],[],[],0,4,0,"['#canvas', '#pearson', '#aleks', '#blackboard', '#assignmenthelp', '#onlineclasshelp', '#essayhelp', '#essaydue', '#essaypay', '#essaywriting', '#ksu', '#wsu', '#fsu', '#fiu', '#ucf', '#nyu', '#liu', '#uncp', '#ncat', '#tamu', '#twu', '#umd', '#umuc', '#ung', '#gsu', '#bgsu']",[],https://twitter.com/Essaypayhw/status/1292603958637273089,False,,0,,,,,,,,"[{'user_id': '1485395070', 'username': 'Essaypayhw'}]",,,,
1292603847215591426,1292603847215591426,1597015747000,2020-08-09,18:29:07,-0500,1485395070,essaypayhw,premier-writers. payhw. payessay. payassignment,,"our experts provide nothing but quality.
#canvas
#pearson
#aleks
#blackboard
#assignmenthelp
#OnlineClassHelp
#essayhelp
#essaydue
#essaypay
#essaywriting #KSU #WSU #FSU #FIU #UCF #NYU #LIU #UNCP #NCAT #TAMU #TWU #UMD #UMUC #UNG #GSU #BGSU
dm profashleyy@gmail.com",en,[],[],[],0,4,0,"['#canvas', '#pearson', '#aleks', '#blackboard', '#assignmenthelp', '#onlineclasshelp', '#essayhelp', '#essaydue', '#essaypay', '#essaywriting', '#ksu', '#wsu', '#fsu', '#fiu', '#ucf', '#nyu', '#liu', '#uncp', '#ncat', '#tamu', '#twu', '#umd', '#umuc', '#ung', '#gsu', '#bgsu']",[],https://twitter.com/Essaypayhw/status/1292603847215591426,False,,0,,,,,,,,"[{'user_id': '1485395070', 'username': 'Essaypayhw'}]",,,,
